Name,GID,Team,Modified,Members
MicroStrategy proposal - Jan '24 [],1206372508866217,Norwich New Business,2024-02-16T14:11:02.982Z,"[{'gid': '1205139223098373', 'resource_type': 'user'}, {'gid': '1201719304365594', 'resource_type': 'user'}, {'gid': '1205648031715191', 'resource_type': 'user'}, {'gid': '1203501724785504', 'resource_type': 'user'}]"
P0002865 Rite-Hite In-Focus Advertising,1206373483052276,Rite Hite,2024-02-16T09:24:45.432Z,"[{'gid': '1206231603739123', 'resource_type': 'user'}]"
Jamf onboarding project - Jan '24 [22755],1206372508866236,NB - Jamf,2024-02-16T14:12:03.492Z,"[{'gid': '1205139223098373', 'resource_type': 'user'}, {'gid': '1201719304365594', 'resource_type': 'user'}, {'gid': '1205648031715191', 'resource_type': 'user'}]"
P0001958 - Believ - New Chargepoint mockups,1206361867125205,Believ,2024-02-15T09:23:55.747Z,"[{'gid': '1205398415667975', 'resource_type': 'user'}, {'gid': '1205918433516149', 'resource_type': 'user'}]"
P001562 – M – 3M Brand and Project Messis Video Pre & Post-Production,1206362217685732,3M Separation and Purification Sciences Division,2024-02-14T21:55:35.163Z,"[{'gid': '1205594411512465', 'resource_type': 'user'}, {'gid': '1202192593999036', 'resource_type': 'user'}, {'gid': '1201995632674043', 'resource_type': 'user'}]"
Support ,1206370538016327,EO Dallas,2024-01-17T20:53:47.421Z,"[{'gid': '1202766442031252', 'resource_type': 'user'}]"
P002084 SiliconExpert Website,1206378252471672,Sprint,2024-02-15T20:01:10.870Z,"[{'gid': '1201995632674335', 'resource_type': 'user'}, {'gid': '1202019383707550', 'resource_type': 'user'}, {'gid': '1116203513482350', 'resource_type': 'user'}, {'gid': '1151572975745744', 'resource_type': 'user'}, {'gid': '1202026495323462', 'resource_type': 'user'}, {'gid': '1201611500801253', 'resource_type': 'user'}, {'gid': '1201415151369986', 'resource_type': 'user'}, {'gid': '1201371484339884', 'resource_type': 'user'}, {'gid': '1202342087773978', 'resource_type': 'user'}]"
Support Retainer,1206380337135006,Bedel,2024-01-30T19:08:13.932Z,"[{'gid': '1202766442031252', 'resource_type': 'user'}]"
Tobago BA Video Edit,1206373483052298,Tobago Tourism Agency,2024-01-18T11:28:17.676Z,"[{'gid': '1206231603739123', 'resource_type': 'user'}]"
EMB Commercial (Royal Jordanian page tracking) - Jan '24 [24820],1206381286614626,Embraer Commercial,2024-01-25T14:44:30.456Z,"[{'gid': '1205139223098373', 'resource_type': 'user'}, {'gid': '1201719304365594', 'resource_type': 'user'}, {'gid': '1204006079009165', 'resource_type': 'user'}, {'gid': '1205967543032746', 'resource_type': 'user'}, {'gid': '1206139908588160', 'resource_type': 'user'}, {'gid': '1205474763211094', 'resource_type': 'user'}]"
Embraer Defence New Campaign,1206351577179820,Embraer Defense,2024-01-26T16:32:15.582Z,"[{'gid': '1205918523248784', 'resource_type': 'user'}]"
P0002347  - Optex Ad Files,1206373483052306,Optex (Europe),2024-02-16T09:46:09.736Z,"[{'gid': '1206231603739123', 'resource_type': 'user'}]"
P002059 Pro Honda Oils Integration,1206375284924844,Honda Digital,2024-02-13T15:27:44.160Z,"[{'gid': '1201639845710973', 'resource_type': 'user'}, {'gid': '1201371484339884', 'resource_type': 'user'}, {'gid': '1202125468462442', 'resource_type': 'user'}, {'gid': '755946862470114', 'resource_type': 'user'}, {'gid': '1202342087773978', 'resource_type': 'user'}, {'gid': '1201881980071466', 'resource_type': 'user'}, {'gid': '1201355885843592', 'resource_type': 'user'}, {'gid': '1201392040379430', 'resource_type': 'user'}, {'gid': '1205081857008751', 'resource_type': 'user'}]"
Perry Homes,1206362307465188,Gravity - Digital Practice Area,2024-02-02T19:48:29.034Z,"[{'gid': '1205295822942622', 'resource_type': 'user'}, {'gid': '1151572975745744', 'resource_type': 'user'}, {'gid': '1201888156922550', 'resource_type': 'user'}, {'gid': '1206333002058450', 'resource_type': 'user'}]"
LT Foods (SEO strategy) - Feb to Apr '24 [] ,1206390596347197,LT Foods,2024-02-15T11:33:57.616Z,"[{'gid': '1206311148294090', 'resource_type': 'user'}, {'gid': '1206058169414592', 'resource_type': 'user'}, {'gid': '1205139223098373', 'resource_type': 'user'}, {'gid': '1205474763211094', 'resource_type': 'user'}, {'gid': '1205984760987237', 'resource_type': 'user'}, {'gid': '1206111472776840', 'resource_type': 'user'}, {'gid': '1205984760264410', 'resource_type': 'user'}, {'gid': '1202064676163299', 'resource_type': 'user'}, {'gid': '1201719304365594', 'resource_type': 'user'}]"
TaxAssist Financial Services Paid Proposal - Jan to Feb '24 [24865],1206390626082055,TaxAssist,2024-02-12T15:26:10.003Z,"[{'gid': '1205139223098373', 'resource_type': 'user'}, {'gid': '1205878314961974', 'resource_type': 'user'}, {'gid': '1202064676163299', 'resource_type': 'user'}, {'gid': '1201719304365594', 'resource_type': 'user'}, {'gid': '1205968537165480', 'resource_type': 'user'}, {'gid': '1206171169488632', 'resource_type': 'user'}, {'gid': '1206112361775373', 'resource_type': 'user'}, {'gid': '1206112361775375', 'resource_type': 'user'}]"
ICIS (Events paid support) - Jan to Mar '24 [24839],1206404947272841,ICIS,2024-01-29T09:17:14.421Z,"[{'gid': '1205139223098373', 'resource_type': 'user'}, {'gid': '1204587089084513', 'resource_type': 'user'}, {'gid': '1204166501186693', 'resource_type': 'user'}, {'gid': '1204117586966205', 'resource_type': 'user'}, {'gid': '1201719304365594', 'resource_type': 'user'}, {'gid': '1206260702686277', 'resource_type': 'user'}, {'gid': '1202064676163299', 'resource_type': 'user'}]"
TCB | Q1 Media Trafficking,1206406825515843,Texas Capital,2024-01-22T16:21:40.724Z,"[{'gid': '1201995632674043', 'resource_type': 'user'}, {'gid': '1203884964707089', 'resource_type': 'user'}, {'gid': '1201888156922550', 'resource_type': 'user'}, {'gid': '1203243480077034', 'resource_type': 'user'}, {'gid': '1202348720598397', 'resource_type': 'user'}]"
Perry Homes (On-site SEO support) - Jan to Mar '24 [24838],1206407665863939,Perry Homes,2024-01-31T17:34:10.164Z,"[{'gid': '1205139223098373', 'resource_type': 'user'}, {'gid': '1201719304365594', 'resource_type': 'user'}, {'gid': '1205521148330184', 'resource_type': 'user'}, {'gid': '1206260702686277', 'resource_type': 'user'}, {'gid': '1202064676163299', 'resource_type': 'user'}, {'gid': '1206139961783919', 'resource_type': 'user'}, {'gid': '1205984760987237', 'resource_type': 'user'}]"
P0002889 - MAN 'Social Media Guide',1206404863196608,MAN Truck & Bus UK,2024-01-29T09:36:18.968Z,"[{'gid': '1206231603739123', 'resource_type': 'user'}]"
P0001257 - Embraer - E-Freighter,1206394536974838,Embraer Commercial,2024-02-08T09:17:43.236Z,"[{'gid': '1205918433516149', 'resource_type': 'user'}, {'gid': '1205918523248784', 'resource_type': 'user'}]"
P001824 - Crystalline Application Video,1206412356518349,3M Commercial Branding & Transportation Division,2024-02-15T21:32:57.192Z,"[{'gid': '1205962746022678', 'resource_type': 'user'}, {'gid': '1202192593999036', 'resource_type': 'user'}, {'gid': '1201995632674043', 'resource_type': 'user'}, {'gid': '1205594411512465', 'resource_type': 'user'}]"
"P002095 -M- 3M MOAB, Crystalline & Color Stable Toolkit",1206408538280182,3M Commercial Branding & Transportation Division,2024-02-15T21:48:15.107Z,"[{'gid': '1205594411512465', 'resource_type': 'user'}, {'gid': '1202192593999038', 'resource_type': 'user'}, {'gid': '1206071910195376', 'resource_type': 'user'}, {'gid': '1205962746022678', 'resource_type': 'user'}, {'gid': '1202192593999036', 'resource_type': 'user'}, {'gid': '1202192593999042', 'resource_type': 'user'}, {'gid': '1202192593999060', 'resource_type': 'user'}, {'gid': '1202192593999068', 'resource_type': 'user'}, {'gid': '1202192593999082', 'resource_type': 'user'}, {'gid': '1202192593999016', 'resource_type': 'user'}]"
P002098-P002100 -M- 3M MOAB & Crystalline Videos,1206408538280275,3M Commercial Branding & Transportation Division,2024-02-15T22:00:51.346Z,"[{'gid': '1205594411512465', 'resource_type': 'user'}, {'gid': '1202192593999038', 'resource_type': 'user'}, {'gid': '1206071910195376', 'resource_type': 'user'}, {'gid': '1205962746022678', 'resource_type': 'user'}, {'gid': '1202192593999036', 'resource_type': 'user'}, {'gid': '1202192593999042', 'resource_type': 'user'}, {'gid': '1202192593999060', 'resource_type': 'user'}, {'gid': '1202192593999016', 'resource_type': 'user'}, {'gid': '1202192593999068', 'resource_type': 'user'}, {'gid': '1202192593999082', 'resource_type': 'user'}]"
Retainer,1206400220046919,Franklin Energy,2024-01-23T07:19:14.974Z,"[{'gid': '1202766442031252', 'resource_type': 'user'}]"
Timeline Project,1206400220046922,Franklin Energy,2024-02-01T14:22:03.787Z,"[{'gid': '1202766442031252', 'resource_type': 'user'}]"
MEDC (paid support) - 2024 [24831],1206417285034622,MEDC,2024-02-07T11:00:31.014Z,"[{'gid': '1205139223098373', 'resource_type': 'user'}, {'gid': '1201719304365594', 'resource_type': 'user'}, {'gid': '1204166501186693', 'resource_type': 'user'}, {'gid': '1204587089084513', 'resource_type': 'user'}, {'gid': '1204117586966205', 'resource_type': 'user'}, {'gid': '1200341730789972', 'resource_type': 'user'}, {'gid': '1206171172309278', 'resource_type': 'user'}]"
MAN - P0002889 - Conference Screens,1206404863196618,MAN Truck & Bus UK,2024-01-23T15:27:46.876Z,"[{'gid': '1206231603739123', 'resource_type': 'user'}]"
P002024 - Bask Bank Email & Digital Asset Development,1206407706676840,TCB – Bask Bank,2024-02-12T21:35:21.005Z,"[{'gid': '1116203513482350', 'resource_type': 'user'}, {'gid': '1201371484416397', 'resource_type': 'user'}, {'gid': '1201888156922550', 'resource_type': 'user'}, {'gid': '1201995632674043', 'resource_type': 'user'}, {'gid': '1201896573439293', 'resource_type': 'user'}, {'gid': '1203901162757292', 'resource_type': 'user'}, {'gid': '1203884964707089', 'resource_type': 'user'}, {'gid': '1206394732488059', 'resource_type': 'user'}, {'gid': '1201840747987772', 'resource_type': 'user'}, {'gid': '1201840747987770', 'resource_type': 'user'}, {'gid': '1205295773669677', 'resource_type': 'user'}]"
P001590 - Texas Capital Q1 Media,1206423933471587,TCB – Bask Bank,2024-02-09T16:21:15.329Z,"[{'gid': '1201995632674043', 'resource_type': 'user'}]"
P001782 - Bask Bank Q2 Media,1206423933471590,TCB – Bask Bank,2024-01-24T06:02:37.864Z,"[{'gid': '1201995632674043', 'resource_type': 'user'}]"
P0002804 - EDGE - Brand Books,1206427728248902,EDGE,2024-01-24T12:30:31.640Z,"[{'gid': '1205918433516149', 'resource_type': 'user'}]"
Swarco paid media proposal - Feb '24 [],1206432623835451,Norwich New Business,2024-02-16T11:43:10.270Z,"[{'gid': '1205139223098373', 'resource_type': 'user'}, {'gid': '1205648031715191', 'resource_type': 'user'}, {'gid': '1202064676163299', 'resource_type': 'user'}, {'gid': '1201719304365594', 'resource_type': 'user'}, {'gid': '1200341730789972', 'resource_type': 'user'}, {'gid': '1202942584784352', 'resource_type': 'user'}]"
SES | ARABIAN Aerospace Ad,1206427518256896,Shannon Engine Support,2024-01-24T16:54:07.692Z,"[{'gid': '1205918523248784', 'resource_type': 'user'}]"
Gravity London Office Design,1206408090424677,Gravity - Internal Projects,2024-02-07T09:42:14.083Z,"[{'gid': '1205398415667975', 'resource_type': 'user'}]"
P001179 Honda Marine Spring Into Savings #3 & #4 Campaign,1206424099439792,Honda PE Emails,2024-02-15T16:39:40.284Z,"[{'gid': '1201896573439293', 'resource_type': 'user'}, {'gid': '1201881980071466', 'resource_type': 'user'}, {'gid': '1203901162757292', 'resource_type': 'user'}, {'gid': '1201879671482073', 'resource_type': 'user'}, {'gid': '1202082193459252', 'resource_type': 'user'}]"
HTPD Taexx Neighborhood Campaign Design - P002110,1206406967295585,HomeTeam,2024-02-12T18:43:39.833Z,"[{'gid': '1201622170349044', 'resource_type': 'user'}, {'gid': '1201347774970465', 'resource_type': 'user'}, {'gid': '1201611500801253', 'resource_type': 'user'}, {'gid': '1200170631438159', 'resource_type': 'user'}, {'gid': '1205138321762305', 'resource_type': 'user'}]"
Gravity Operational Infographic,1206441532814394,Gravity - Creative Practice Area,2024-02-09T09:53:19.637Z,"[{'gid': '1205918530664446', 'resource_type': 'user'}, {'gid': '1206231603739123', 'resource_type': 'user'}, {'gid': '1205398415667975', 'resource_type': 'user'}, {'gid': '1205918523248784', 'resource_type': 'user'}]"
Sands Capital proposal - Jan to Feb '24 [],1206442227767809,Sands Capital,2024-02-12T12:25:05.408Z,"[{'gid': '1206111472776840', 'resource_type': 'user'}, {'gid': '1206119707927893', 'resource_type': 'user'}, {'gid': '1205139223098373', 'resource_type': 'user'}, {'gid': '1201719304365594', 'resource_type': 'user'}, {'gid': '1200341730789972', 'resource_type': 'user'}, {'gid': '1205221682239215', 'resource_type': 'user'}, {'gid': '1205984760987237', 'resource_type': 'user'}, {'gid': '1204006079009165', 'resource_type': 'user'}]"
 P0002904 - MAN Conference Assets,1206404864705623,MAN Truck & Bus UK,2024-01-29T11:26:41.000Z,"[{'gid': '1206231603739123', 'resource_type': 'user'}]"
Alex Intercompany Jobs - 2024 [10021],1206443523167126,GGPM,2024-02-07T09:53:08.825Z,"[{'gid': '1205139223098373', 'resource_type': 'user'}, {'gid': '1206119705880277', 'resource_type': 'user'}, {'gid': '1201719304365594', 'resource_type': 'user'}, {'gid': '1205984760987237', 'resource_type': 'user'}]"
P0001289 - GE Aerospace - SIA24,1206443463614570,GE Aerospace,2024-01-29T09:28:29.812Z,"[{'gid': '1205398415667975', 'resource_type': 'user'}]"
New Co Brand/Messaging - Job P002143,1206436638676291,Tract,2024-02-15T20:12:02.872Z,"[{'gid': '1205138321762305', 'resource_type': 'user'}, {'gid': '1200170631438159', 'resource_type': 'user'}, {'gid': '1201622170349044', 'resource_type': 'user'}, {'gid': '1202766340103447', 'resource_type': 'user'}, {'gid': '1201347774970467', 'resource_type': 'user'}, {'gid': '1202766382141409', 'resource_type': 'user'}, {'gid': '1201611500801253', 'resource_type': 'user'}, {'gid': '1202737892198890', 'resource_type': 'user'}, {'gid': '1205295816652039', 'resource_type': 'user'}, {'gid': '1205295720253688', 'resource_type': 'user'}, {'gid': '1202766442031252', 'resource_type': 'user'}, {'gid': '1202026495323462', 'resource_type': 'user'}]"
Mpls Acct L10 Meeting Agenda,1206447228253333,Minneapolis Account Team,2024-02-14T21:55:35.204Z,"[{'gid': '1205962746022678', 'resource_type': 'user'}, {'gid': '1202192593999072', 'resource_type': 'user'}, {'gid': '1206071910195376', 'resource_type': 'user'}, {'gid': '1202192593999038', 'resource_type': 'user'}, {'gid': '1203412285962225', 'resource_type': 'user'}, {'gid': '1202192593999046', 'resource_type': 'user'}]"
ADF - Feb to Apr '24 [] pending contract sign-off,1206449971485566,Adrian Flux,2024-02-06T11:23:53.471Z,"[{'gid': '1205139223098373', 'resource_type': 'user'}, {'gid': '1205016969510887', 'resource_type': 'user'}, {'gid': '1201719304365594', 'resource_type': 'user'}, {'gid': '1205967543032746', 'resource_type': 'user'}, {'gid': '1204006079009165', 'resource_type': 'user'}, {'gid': '1206139908588160', 'resource_type': 'user'}, {'gid': '1205474763211094', 'resource_type': 'user'}, {'gid': '1202064676163299', 'resource_type': 'user'}, {'gid': '1200596083580481', 'resource_type': 'user'}, {'gid': '1206111472776840', 'resource_type': 'user'}, {'gid': '1206111472776838', 'resource_type': 'user'}, {'gid': '1205984760987237', 'resource_type': 'user'}, {'gid': '1206058169414592', 'resource_type': 'user'}, {'gid': '1206311148294090', 'resource_type': 'user'}, {'gid': '1206119705880277', 'resource_type': 'user'}, {'gid': '1205221682239215', 'resource_type': 'user'}, {'gid': '1206023013686930', 'resource_type': 'user'}, {'gid': '1206534485975394', 'resource_type': 'user'}]"
Monthly SEO All-hands,1206450504382522,SEO SLT,2024-01-26T15:34:41.351Z,"[{'gid': '1205521148330184', 'resource_type': 'user'}]"
Encompass Misc Creative Deliverables - Job P002113,1206423519532451,Encompass Technologies,2024-02-14T21:42:37.348Z,"[{'gid': '1200170631438159', 'resource_type': 'user'}, {'gid': '1201611500801253', 'resource_type': 'user'}, {'gid': '1201347774970465', 'resource_type': 'user'}]"
P0002889 - MAN - SCP PPT Flyer,1206443882172817,MAN Truck & Bus UK,2024-01-26T17:25:26.889Z,"[{'gid': '1206231603739123', 'resource_type': 'user'}]"
PE Firm Brand/Messaging Project - Job P002142,1206436639789338,Tract,2024-02-15T17:44:53.012Z,"[{'gid': '1205138321762305', 'resource_type': 'user'}, {'gid': '1200170631438159', 'resource_type': 'user'}, {'gid': '1201622170349044', 'resource_type': 'user'}, {'gid': '1201347774970467', 'resource_type': 'user'}, {'gid': '1202766382141409', 'resource_type': 'user'}, {'gid': '1202766340103447', 'resource_type': 'user'}, {'gid': '1201611500801253', 'resource_type': 'user'}, {'gid': '1202737892198890', 'resource_type': 'user'}, {'gid': '1205295816652039', 'resource_type': 'user'}, {'gid': '1205295720253688', 'resource_type': 'user'}, {'gid': '1202766442031252', 'resource_type': 'user'}, {'gid': '1202026495323462', 'resource_type': 'user'}]"
P0002933 - Bostik - Search nav bar for B2B microsite,1206459470098660,Bostik,2024-02-09T09:42:05.693Z,"[{'gid': '1206231603739123', 'resource_type': 'user'}]"
Gravity Script,1206459470098675,Gravity - Internal Projects,2024-02-05T09:55:25.061Z,"[{'gid': '1206231603739123', 'resource_type': 'user'}]"
ECA | Royal Jordanian,1206463100597664,Embraer Commercial,2024-01-29T10:56:47.315Z,"[{'gid': '1205918523248784', 'resource_type': 'user'}]"
Airbus - Qualitative Research deck P0002802.1.38,1206464184804329,Airbus,2024-02-09T16:37:30.766Z,"[{'gid': '1205918530664446', 'resource_type': 'user'}, {'gid': '1205398415667975', 'resource_type': 'user'}, {'gid': '1206231603739123', 'resource_type': 'user'}]"
