Name,GID,Team,Modified,Members
[DEV] P000658-Arrow-FYO Website Retainer,1204243694023318,Arrow,2024-01-12T15:25:10.524Z,"[{'gid': '1201392040267250', 'resource_type': 'user'}, {'gid': '1201371484339884', 'resource_type': 'user'}, {'gid': '1201371484381708', 'resource_type': 'user'}, {'gid': '1201371484416397', 'resource_type': 'user'}, {'gid': '1201622169611191', 'resource_type': 'user'}, {'gid': '1201413415538593', 'resource_type': 'user'}, {'gid': '1201479337859149', 'resource_type': 'user'}, {'gid': '1201413415538595', 'resource_type': 'user'}, {'gid': '1201413415538603', 'resource_type': 'user'}]"
P000187 - Business Affairs Integration,1204304647467561,Gravity - Content Practice Area,2023-11-27T22:44:30.771Z,"[{'gid': '1204727688796948', 'resource_type': 'user'}, {'gid': '1204650547598752', 'resource_type': 'user'}]"
842 - Gravity Global Content Integration,1204323201428020,Z-DELETE Content Production Leadership Team,2023-07-25T20:05:38.993Z,[]
1173 - PROD - FY22A - Shadow Street Shoot ,1204323498805727,Gravity - Content Practice Area,2023-10-09T14:47:57.439Z,"[{'gid': '1203650117376674', 'resource_type': 'user'}, {'gid': '755946862470114', 'resource_type': 'user'}, {'gid': '1201355885843592', 'resource_type': 'user'}]"
[DEV]-P000970 - Involta Website Redesign & CMS Development,1204328681955844,Involta,2024-01-12T15:24:53.924Z,"[{'gid': '1201415151369986', 'resource_type': 'user'}, {'gid': '1201371484339884', 'resource_type': 'user'}, {'gid': '1201392040267250', 'resource_type': 'user'}, {'gid': '1201371484381708', 'resource_type': 'user'}, {'gid': '1201371484416397', 'resource_type': 'user'}, {'gid': '1201415151146491', 'resource_type': 'user'}, {'gid': '1202134229139336', 'resource_type': 'user'}, {'gid': '1201419835618228', 'resource_type': 'user'}, {'gid': '1201622170349044', 'resource_type': 'user'}]"
"Will be leaving an hour early on 4/13, and staying on later on 4/12",1204350681149279,Templates MERGE,2023-07-25T20:09:58.999Z,[]
[DEV] P000965 Seneca Retainer,1204344059869507,Arrow,2024-01-12T15:24:58.385Z,"[{'gid': '1201392040267250', 'resource_type': 'user'}, {'gid': '1201371484339884', 'resource_type': 'user'}, {'gid': '1201371484381708', 'resource_type': 'user'}, {'gid': '1201371484416397', 'resource_type': 'user'}, {'gid': '1201622169611191', 'resource_type': 'user'}, {'gid': '1201413415538603', 'resource_type': 'user'}, {'gid': '1201413415538593', 'resource_type': 'user'}, {'gid': '1201413415538595', 'resource_type': 'user'}]"
test,1204352574283580,Z-DELETE Hung's First Team,2023-07-25T20:07:43.824Z,[]
Racing Related Modules for Batch 1,1204364849454802,Z-DELETE P66 Marketing Conference Digital,2023-07-25T20:08:58.104Z,"[{'gid': '1201896573439293', 'resource_type': 'user'}]"
[DEV - P001133] Babcock Power Homepage Update [ Sprint ] ,1204368656704923,Babcock Power,2024-01-12T15:24:56.114Z,"[{'gid': '1202134229139336', 'resource_type': 'user'}, {'gid': '1201415151369986', 'resource_type': 'user'}, {'gid': '1201371484339884', 'resource_type': 'user'}, {'gid': '1201392040267250', 'resource_type': 'user'}, {'gid': '1201371484416397', 'resource_type': 'user'}]"
Sitecore Website Development,1204377326845400,VN Dev Team,2023-07-25T20:10:29.295Z,"[{'gid': '1201371484416397', 'resource_type': 'user'}, {'gid': '1201392040379430', 'resource_type': 'user'}, {'gid': '1202536515246475', 'resource_type': 'user'}, {'gid': '1201371484381708', 'resource_type': 'user'}, {'gid': '1201413415538593', 'resource_type': 'user'}, {'gid': '1201371484339884', 'resource_type': 'user'}, {'gid': '1201415151369986', 'resource_type': 'user'}, {'gid': '1201415151146491', 'resource_type': 'user'}, {'gid': '1201392040267250', 'resource_type': 'user'}]"
P001256 - Internal F.A.B. Dashboard Project,1204384718947154,FAB Dashboard,2024-01-09T01:59:09.093Z,"[{'gid': '1202342087773978', 'resource_type': 'user'}, {'gid': '1202125468462442', 'resource_type': 'user'}, {'gid': '1201881980071466', 'resource_type': 'user'}, {'gid': '1202965675746860', 'resource_type': 'user'}, {'gid': '1203901162757292', 'resource_type': 'user'}, {'gid': '1201392040379430', 'resource_type': 'user'}, {'gid': '1201371484339884', 'resource_type': 'user'}, {'gid': '1201371484416397', 'resource_type': 'user'}, {'gid': '1201371484381708', 'resource_type': 'user'}, {'gid': '1201413415538603', 'resource_type': 'user'}, {'gid': '1205081857008751', 'resource_type': 'user'}, {'gid': '1202082193459252', 'resource_type': 'user'}, {'gid': '1202134229139336', 'resource_type': 'user'}]"
16298 - PROD - Texas Capital Bank - Interview Video for Pitch,1204427002008575,Gravity - Content Practice Area,2023-07-24T15:11:34.224Z,"[{'gid': '1201896650569704', 'resource_type': 'user'}]"
P001273 - Hearsay BizDev,1204427633484728,Hearsay Systems,2023-08-11T22:19:50.855Z,"[{'gid': '1201801255411410', 'resource_type': 'user'}, {'gid': '1151572975745744', 'resource_type': 'user'}, {'gid': '1202125468462442', 'resource_type': 'user'}, {'gid': '1201392040267250', 'resource_type': 'user'}]"
P000875  Stand Up To Cancer Resizes,1204414369532946,Stand Up To Cancer,2023-10-23T17:27:41.504Z,"[{'gid': '1201273468880094', 'resource_type': 'user'}]"
1691_ FORD Last Call Sellathon TV Production,1204407191038491,Ford,2024-01-04T17:25:38.036Z,"[{'gid': '1201876168709821', 'resource_type': 'user'}, {'gid': '1201853457626650', 'resource_type': 'user'}, {'gid': '1205139226462178', 'resource_type': 'user'}, {'gid': '1201712374604400', 'resource_type': 'user'}, {'gid': '1205720756575634', 'resource_type': 'user'}, {'gid': '1202192593999078', 'resource_type': 'user'}, {'gid': '1203650117376674', 'resource_type': 'user'}, {'gid': '1205840309336934', 'resource_type': 'user'}]"
1253_PROD_NCAA Video Production,1204414101959526,University of Houston,2024-01-17T19:45:59.514Z,"[{'gid': '1200170631438159', 'resource_type': 'user'}, {'gid': '1201347774970467', 'resource_type': 'user'}, {'gid': '1202192593999078', 'resource_type': 'user'}, {'gid': '1201767168263117', 'resource_type': 'user'}, {'gid': '1204433242060872', 'resource_type': 'user'}, {'gid': '1201621784546196', 'resource_type': 'user'}, {'gid': '1202192593999036', 'resource_type': 'user'}, {'gid': '1204650547598752', 'resource_type': 'user'}, {'gid': '1205139226462178', 'resource_type': 'user'}, {'gid': '1201355885843592', 'resource_type': 'user'}]"
P001281 - 2023 Digital Framework,1204444234846928,BELL,2023-07-25T20:02:25.335Z,"[{'gid': '1201801255411410', 'resource_type': 'user'}, {'gid': '1201371484339884', 'resource_type': 'user'}]"
[DEV] P000232 - Bosley GA4 Migration,1204446233470501,VN Dev Team,2024-01-12T15:25:16.164Z,"[{'gid': '1201371484416397', 'resource_type': 'user'}, {'gid': '1201371484339884', 'resource_type': 'user'}, {'gid': '1201371484381708', 'resource_type': 'user'}, {'gid': '1201392040267250', 'resource_type': 'user'}, {'gid': '1201622169611191', 'resource_type': 'user'}]"
P001283 - MEDC Business: FYQ3 2023- FYQ2 2024 Talent Residuals,1204450835772108,MEDC,2023-07-25T20:03:32.900Z,"[{'gid': '1201801255411410', 'resource_type': 'user'}]"
P001284 - Craig Hospital BizDev,1204451829149674,Craig Hospital,2023-07-25T22:12:09.384Z,"[{'gid': '1202125468462442', 'resource_type': 'user'}, {'gid': '1201881980071466', 'resource_type': 'user'}, {'gid': '1202342087773978', 'resource_type': 'user'}, {'gid': '1201801255411410', 'resource_type': 'user'}, {'gid': '1201639845710973', 'resource_type': 'user'}, {'gid': '1205139344486175', 'resource_type': 'user'}]"
[DEV] P001289 - Hearsay Lift and Shift 3 Sites,1204485157089449,VN Dev Team,2023-11-07T07:11:51.251Z,"[{'gid': '1201392040267250', 'resource_type': 'user'}, {'gid': '1201392040379430', 'resource_type': 'user'}, {'gid': '1202536515246475', 'resource_type': 'user'}, {'gid': '1201371484381708', 'resource_type': 'user'}, {'gid': '1201413415538593', 'resource_type': 'user'}, {'gid': '1201371484339884', 'resource_type': 'user'}, {'gid': '1201415151369986', 'resource_type': 'user'}, {'gid': '1201415151146491', 'resource_type': 'user'}, {'gid': '1201371484416397', 'resource_type': 'user'}]"
Honda PE/Marine Email Project Template - 04/2023,1204508872271856,Honda PE Emails,2023-07-25T20:03:12.796Z,"[{'gid': '1202082193459252', 'resource_type': 'user'}]"
P001299 - MEDC Business: Swing Big ,1204518331259387,MEDC,2023-07-25T20:03:32.913Z,"[{'gid': '1201801255411410', 'resource_type': 'user'}]"
[Dev] P001095 - Pre-Owned Aircraft Page,1204527709034322,Honda Digital,2024-01-12T15:24:52.461Z,"[{'gid': '1201622169611191', 'resource_type': 'user'}, {'gid': '1201413415538593', 'resource_type': 'user'}, {'gid': '1201371484416397', 'resource_type': 'user'}, {'gid': '1201371484339884', 'resource_type': 'user'}, {'gid': '1201371484381708', 'resource_type': 'user'}, {'gid': '1201392040267250', 'resource_type': 'user'}, {'gid': '1201413415538603', 'resource_type': 'user'}]"
[ DEV - P001178 ] HPS Ride Education Center / Safety Awareness Month,1204536348933636,VN Dev Team,2024-01-12T15:25:25.608Z,"[{'gid': '1201392040379430', 'resource_type': 'user'}, {'gid': '1201371484339884', 'resource_type': 'user'}, {'gid': '1201415151369986', 'resource_type': 'user'}, {'gid': '1201392040267250', 'resource_type': 'user'}]"
[DEV - P001178] HPS Motocross Team Announcement,1204530078256398,VN Dev Team,2024-01-12T15:25:25.605Z,"[{'gid': '1201371484339884', 'resource_type': 'user'}, {'gid': '1201415151369986', 'resource_type': 'user'}, {'gid': '1201392040267250', 'resource_type': 'user'}, {'gid': '1201392040379430', 'resource_type': 'user'}]"
P001312 - FY23- MEDC Talent: Video Production ,1204553965475651,MEDC,2023-09-13T22:01:31.520Z,"[{'gid': '1201801255411410', 'resource_type': 'user'}]"
FY23 HPE and Marine Email Calendar,1202429234486077,Honda PE Emails,2023-07-25T20:03:12.384Z,"[{'gid': '1201881782049448', 'resource_type': 'user'}, {'gid': '1201879671482073', 'resource_type': 'user'}, {'gid': '755946862470114', 'resource_type': 'user'}]"
P001314 - FY23- MEDC Business: Auto Show ,1204555039450510,MEDC,2023-07-25T20:03:32.957Z,"[{'gid': '1201801255411410', 'resource_type': 'user'}]"
P001315 - FY23_MEDC_Business_Site Selector_Boxes,1204555051756722,MEDC,2023-07-25T20:03:32.971Z,"[{'gid': '1201801255411410', 'resource_type': 'user'}]"
P001316 - FY23_MEDC Business_Black Tech Week,1204554795915557,MEDC,2023-07-25T20:03:32.984Z,"[{'gid': '1201801255411410', 'resource_type': 'user'}]"
1318 - AHA DIBTL Video 2023 _ Post Production,1204555892242227,American Heart Association,2023-08-01T14:33:18.776Z,"[{'gid': '1201273468880092', 'resource_type': 'user'}, {'gid': '1201621784546196', 'resource_type': 'user'}, {'gid': '1201853457626650', 'resource_type': 'user'}, {'gid': '1201840747987770', 'resource_type': 'user'}, {'gid': '1204187533059357', 'resource_type': 'user'}, {'gid': '1204650547598752', 'resource_type': 'user'}, {'gid': '1204727688796948', 'resource_type': 'user'}, {'gid': '1201876127134320', 'resource_type': 'user'}, {'gid': '1205139226462178', 'resource_type': 'user'}]"
1317 - NEM 23 Digital Acquisition Refresh,1204555147813795,Nemours,2024-02-15T19:33:20.355Z,"[{'gid': '1201896607250822', 'resource_type': 'user'}, {'gid': '1201876127134320', 'resource_type': 'user'}, {'gid': '1203372999122601', 'resource_type': 'user'}, {'gid': '1201840747987770', 'resource_type': 'user'}, {'gid': '1201621784546196', 'resource_type': 'user'}, {'gid': '1204650547598752', 'resource_type': 'user'}, {'gid': '1205139226462178', 'resource_type': 'user'}, {'gid': '1205720756575634', 'resource_type': 'user'}, {'gid': '1204419554292115', 'resource_type': 'user'}]"
Vari,1204562485408125,Z-DELETE Paid Search,2023-07-28T19:38:04.307Z,[]
MEDC,1204562485408129,Z-DELETE Paid Search,2023-07-28T19:38:04.295Z,[]
Honda,1204562486101755,Z-DELETE Paid Search,2023-07-28T19:38:04.306Z,[]
P001325 - FY23- MEDC Business: Email Campaign ,1204592014613694,MEDC,2023-07-25T20:03:33.000Z,"[{'gid': '1201801255411410', 'resource_type': 'user'}]"
HondaPS Salesforce Personalization,1204597406526010,VN Dev Team,2023-07-25T20:10:29.499Z,"[{'gid': '1201371484416397', 'resource_type': 'user'}]"
P001326 - 2023 Bell Recruiting Campaign,1204603164301776,BELL,2023-07-25T20:02:25.358Z,"[{'gid': '1201801255411410', 'resource_type': 'user'}, {'gid': '1201886794299618', 'resource_type': 'user'}, {'gid': '1201840747987770', 'resource_type': 'user'}, {'gid': '1201876219699171', 'resource_type': 'user'}, {'gid': '1201348973435981', 'resource_type': 'user'}, {'gid': '1201828182811735', 'resource_type': 'user'}, {'gid': '1201840747987772', 'resource_type': 'user'}, {'gid': '1201730302665426', 'resource_type': 'user'}]"
P001082 - MEDC_Content_Shoot_SE_Michigan,1204597274405388,MEDC,2023-07-25T20:03:33.014Z,"[{'gid': '1201710975297325', 'resource_type': 'user'}]"
P001328 - FY23- Business Campaign: SE MI Content Shoot ,1204606958717298,MEDC,2023-07-25T20:03:33.027Z,"[{'gid': '1201801255411410', 'resource_type': 'user'}]"
P001328 - MEDC_Content_SE_Michigan,1204613470764288,MEDC,2023-07-25T20:03:33.041Z,"[{'gid': '1201853457626650', 'resource_type': 'user'}, {'gid': '1201710975297325', 'resource_type': 'user'}, {'gid': '1203100821139791', 'resource_type': 'user'}, {'gid': '1201712374309396', 'resource_type': 'user'}, {'gid': '1201712374604400', 'resource_type': 'user'}]"
P001332 - FY23- Talent: Phase 2 Campaign ,1204613548547450,MEDC,2023-07-25T20:03:33.059Z,"[{'gid': '1201801255411410', 'resource_type': 'user'}]"
[DEV - P001178 ] HPS Father's Day,1204633620466498,VN Dev Team,2024-01-12T15:25:25.608Z,"[{'gid': '1201371484339884', 'resource_type': 'user'}, {'gid': '1201415151369986', 'resource_type': 'user'}, {'gid': '1201392040267250', 'resource_type': 'user'}, {'gid': '1201392040379430', 'resource_type': 'user'}]"
[DEV] P001057 - BAND-IT CMS Replacement [Sprint],1204654523055042,VN Dev Team,2024-01-12T15:24:53.793Z,"[{'gid': '1201419835618228', 'resource_type': 'user'}, {'gid': '1201415151146491', 'resource_type': 'user'}, {'gid': '1201371484339884', 'resource_type': 'user'}, {'gid': '1201392040267250', 'resource_type': 'user'}, {'gid': '1201371484381708', 'resource_type': 'user'}, {'gid': '1201371484416397', 'resource_type': 'user'}, {'gid': '1201415151369986', 'resource_type': 'user'}, {'gid': '1202942584784352', 'resource_type': 'user'}]"
[DEV - P001178] 2023 SX Triple Crown Win,1204654261662411,VN Dev Team,2024-01-12T15:25:25.603Z,"[{'gid': '1201371484339884', 'resource_type': 'user'}, {'gid': '1201415151369986', 'resource_type': 'user'}, {'gid': '1201392040267250', 'resource_type': 'user'}, {'gid': '1201392040379430', 'resource_type': 'user'}]"
[DEV] 16655 DISCOVER & DEFINE PSP RESDESIGN,1204663433173580,Honda Redesign,2024-02-16T06:37:48.130Z,"[{'gid': '1201371484416397', 'resource_type': 'user'}, {'gid': '1201413415538603', 'resource_type': 'user'}, {'gid': '1201622169611191', 'resource_type': 'user'}, {'gid': '1201419835618228', 'resource_type': 'user'}, {'gid': '1201371484339884', 'resource_type': 'user'}, {'gid': '1201371484381708', 'resource_type': 'user'}, {'gid': '1201392040267250', 'resource_type': 'user'}, {'gid': '1202536515246475', 'resource_type': 'user'}, {'gid': '1201392040379430', 'resource_type': 'user'}]"
[Dev] P000831 Real-Time Dealer Inventory,1204663434408487,Honda Digital,2024-01-12T15:24:52.645Z,"[{'gid': '1201371484416397', 'resource_type': 'user'}, {'gid': '1201371484339884', 'resource_type': 'user'}, {'gid': '1201371484381708', 'resource_type': 'user'}, {'gid': '1201413415538593', 'resource_type': 'user'}, {'gid': '1201413415538603', 'resource_type': 'user'}, {'gid': '1201622169611191', 'resource_type': 'user'}, {'gid': '1201392040267250', 'resource_type': 'user'}, {'gid': '1201392040379430', 'resource_type': 'user'}, {'gid': '1202536515246475', 'resource_type': 'user'}, {'gid': '1201415151369986', 'resource_type': 'user'}, {'gid': '1201415151146491', 'resource_type': 'user'}, {'gid': '1201479337859149', 'resource_type': 'user'}, {'gid': '1205081857008751', 'resource_type': 'user'}]"
MidFirst Bank - P001346 - Central Oklahoma Heart & Stroke Walk Event,1204671414553136,MidFirst Bank,2023-10-21T07:32:36.629Z,"[{'gid': '1201801255411410', 'resource_type': 'user'}]"
P001348 - MEDC_The_Whitmer_Way,1204680073742952,MEDC,2023-07-25T20:03:33.072Z,"[{'gid': '1201801255411410', 'resource_type': 'user'}]"
P001352 - MEDC Talent- P3 Campaign Production ,1204685855605058,MEDC,2023-07-25T20:03:33.087Z,"[{'gid': '1201801255411410', 'resource_type': 'user'}]"
P001217 Digital Product PDFs (FY24),1204716403164014,Honda,2023-10-20T19:05:12.185Z,"[{'gid': '1201273468880094', 'resource_type': 'user'}, {'gid': '1201822933492231', 'resource_type': 'user'}, {'gid': '1201355885843592', 'resource_type': 'user'}, {'gid': '1201879671482073', 'resource_type': 'user'}, {'gid': '755946862470114', 'resource_type': 'user'}, {'gid': '1116203513482350', 'resource_type': 'user'}]"
Involta Managed Hosting - Job P002013,1204716811725234,Involta,2024-01-09T20:57:42.724Z,"[{'gid': '1201415151369986', 'resource_type': 'user'}, {'gid': '1201415151146491', 'resource_type': 'user'}, {'gid': '1201801255411410', 'resource_type': 'user'}, {'gid': '1201622170349044', 'resource_type': 'user'}, {'gid': '1201419835618228', 'resource_type': 'user'}, {'gid': '1205139344486175', 'resource_type': 'user'}, {'gid': '1202942584784352', 'resource_type': 'user'}, {'gid': '1200170631438159', 'resource_type': 'user'}]"
[DEV - P001391] Frutura - Sprint,1204753645535938,Frutura,2024-01-12T15:25:29.790Z,"[{'gid': '1202134229139336', 'resource_type': 'user'}, {'gid': '1201371484339884', 'resource_type': 'user'}, {'gid': '1201371484381708', 'resource_type': 'user'}, {'gid': '1201371484416397', 'resource_type': 'user'}, {'gid': '1201392040267250', 'resource_type': 'user'}, {'gid': '1201419835618228', 'resource_type': 'user'}, {'gid': '1201415151146491', 'resource_type': 'user'}]"
P001379 - MEDC_Business_Phase_2_Content_Bay_City,1204760709040833,MEDC,2023-07-25T20:03:33.101Z,"[{'gid': '1201801255411410', 'resource_type': 'user'}]"
P001380 - MEDC_Business_Phase_2_Content_West_Michigan,1204761283502857,MEDC,2023-07-25T20:03:33.114Z,"[{'gid': '1201801255411410', 'resource_type': 'user'}]"
P001381 - MEDC_Business_Phase_2_Content_UP,1204761167390436,MEDC,2023-07-25T20:03:33.128Z,"[{'gid': '1201801255411410', 'resource_type': 'user'}]"
[DEV- P001178] HPS MY23 Talon Model Release,1204782644499791,VN Dev Team,2024-01-12T15:25:25.586Z,"[{'gid': '1201371484339884', 'resource_type': 'user'}, {'gid': '1201415151369986', 'resource_type': 'user'}, {'gid': '1201392040267250', 'resource_type': 'user'}]"
[DEV] - P000834  Gravity 9thWonder Email,1204783040846811,VN Dev Team,2024-01-12T15:25:16.204Z,"[{'gid': '1201371484339884', 'resource_type': 'user'}, {'gid': '1201415151369986', 'resource_type': 'user'}, {'gid': '1201392040267250', 'resource_type': 'user'}, {'gid': '1202536515246475', 'resource_type': 'user'}]"
P001380_MEDC_Content_Shoot_West Michigan,1204760899165599,MEDC,2023-07-25T20:03:33.145Z,"[{'gid': '1201853457626650', 'resource_type': 'user'}, {'gid': '1201710975297325', 'resource_type': 'user'}, {'gid': '1203100821139791', 'resource_type': 'user'}, {'gid': '1201712374309396', 'resource_type': 'user'}, {'gid': '1201712374604400', 'resource_type': 'user'}]"
P001379_MEDC_Phase 2 Shoot Scope_Bay City,1204788893704925,MEDC,2023-08-09T15:16:26.181Z,"[{'gid': '1201710975297325', 'resource_type': 'user'}, {'gid': '1203100821139791', 'resource_type': 'user'}, {'gid': '1201712374309396', 'resource_type': 'user'}, {'gid': '1201712374604400', 'resource_type': 'user'}, {'gid': '1201853457626650', 'resource_type': 'user'}]"
P001396 - Spring Community Involvement Recap Video,1204807604708335,MidFirst Bank,2023-07-25T20:03:35.333Z,"[{'gid': '1201801255411410', 'resource_type': 'user'}]"
[P001329]PEM Technical Training -Landing page on Hubspot,1204812328462250,VN Dev Team,2023-11-07T07:11:55.497Z,"[{'gid': '1202536515246475', 'resource_type': 'user'}, {'gid': '1201413415538603', 'resource_type': 'user'}, {'gid': '1201413415538595', 'resource_type': 'user'}, {'gid': '1201479337859149', 'resource_type': 'user'}, {'gid': '1201371484339884', 'resource_type': 'user'}, {'gid': '1201371484381708', 'resource_type': 'user'}, {'gid': '1201371484416397', 'resource_type': 'user'}, {'gid': '1201392040267250', 'resource_type': 'user'}]"
2023 LASD Ongoing Media Mgmt - Job P002052,1204810654715842,LASD,2024-02-08T16:16:21.134Z,"[{'gid': '1200170631438159', 'resource_type': 'user'}, {'gid': '1201932329203469', 'resource_type': 'user'}, {'gid': '1201915514702091', 'resource_type': 'user'}, {'gid': '1201876168709821', 'resource_type': 'user'}, {'gid': '1205138321762305', 'resource_type': 'user'}, {'gid': '1205366876192921', 'resource_type': 'user'}]"
https://app.asana.com/0/1204226450608698/1204226450608698,1204810260583120,Z-DELETE Gravity Global - Phillips 66,2023-07-25T20:07:17.165Z,"[{'gid': '1202192593999036', 'resource_type': 'user'}]"
https://app.asana.com/0/1204226450608698/1204226450608698,1204810260583124,Z-DELETE Gravity Global - Phillips 66,2023-07-25T20:07:17.180Z,"[{'gid': '1202192593999036', 'resource_type': 'user'}]"
P001404 - MEDC_FY24_Annual_Planning,1204866389809890,MEDC,2023-07-25T20:03:33.184Z,"[{'gid': '1201801255411410', 'resource_type': 'user'}]"
[DEV - P001178] HPS 4th of July,1204868141079733,VN Dev Team,2024-01-12T15:25:25.599Z,"[{'gid': '1201371484339884', 'resource_type': 'user'}, {'gid': '1201415151369986', 'resource_type': 'user'}, {'gid': '1201392040267250', 'resource_type': 'user'}]"
[DEV] P000813 - Morrow Energy Website,1204898952508381,VN Dev Team,2024-01-12T15:24:53.802Z,"[{'gid': '1201415151369986', 'resource_type': 'user'}, {'gid': '1201415151146491', 'resource_type': 'user'}, {'gid': '1201371484339884', 'resource_type': 'user'}, {'gid': '1201371484381708', 'resource_type': 'user'}, {'gid': '1201371484416397', 'resource_type': 'user'}, {'gid': '1201392040379430', 'resource_type': 'user'}, {'gid': '1201419835618228', 'resource_type': 'user'}]"
[P001178] HPS REVER / Trip Planner,1204912716247139,VN Dev Team,2024-01-12T15:25:25.623Z,"[{'gid': '1201392040379430', 'resource_type': 'user'}, {'gid': '1201413415538603', 'resource_type': 'user'}, {'gid': '1201371484339884', 'resource_type': 'user'}, {'gid': '1201415151369986', 'resource_type': 'user'}, {'gid': '1201392040267250', 'resource_type': 'user'}]"
[P001178] HPS SCL500 Model Release,1204912727382645,VN Dev Team,2024-01-12T15:25:25.603Z,"[{'gid': '1201371484339884', 'resource_type': 'user'}, {'gid': '1201415151369986', 'resource_type': 'user'}, {'gid': '1201392040267250', 'resource_type': 'user'}]"
Syndeo Institute [The Cable Center] Misc. Website Updates - Job P001430,1204930125215017,The Cable Center,2024-01-24T00:15:45.318Z,"[{'gid': '1201622170349044', 'resource_type': 'user'}, {'gid': '1201415151369986', 'resource_type': 'user'}, {'gid': '1201801255411410', 'resource_type': 'user'}, {'gid': '1201415151146491', 'resource_type': 'user'}, {'gid': '1201419835618228', 'resource_type': 'user'}]"
[Dev- P000733] NewQuest-Redesign,1204933247389795,VN Dev Team,2024-01-12T15:24:53.850Z,"[{'gid': '1202536515246475', 'resource_type': 'user'}, {'gid': '1201419835618228', 'resource_type': 'user'}, {'gid': '1201415151146491', 'resource_type': 'user'}, {'gid': '1201371484339884', 'resource_type': 'user'}, {'gid': '1201415151369986', 'resource_type': 'user'}, {'gid': '1201392040267250', 'resource_type': 'user'}, {'gid': '1201371484381708', 'resource_type': 'user'}, {'gid': '1201371484416397', 'resource_type': 'user'}, {'gid': '1202942584784352', 'resource_type': 'user'}]"
[DEV] P001468 UNWSP WP Gutenberg,1204951614272855,VN Dev Team,2024-01-12T15:25:16.191Z,"[{'gid': '1201392040267250', 'resource_type': 'user'}, {'gid': '1201392040379430', 'resource_type': 'user'}, {'gid': '1202536515246475', 'resource_type': 'user'}, {'gid': '1201371484381708', 'resource_type': 'user'}, {'gid': '1201413415538593', 'resource_type': 'user'}, {'gid': '1201371484339884', 'resource_type': 'user'}, {'gid': '1201415151369986', 'resource_type': 'user'}, {'gid': '1201415151146491', 'resource_type': 'user'}, {'gid': '1201371484416397', 'resource_type': 'user'}]"
[DEV - P001335] Spirit Hound Website QA - [Sprint],1204975334059805,Spirit Hound Distillers,2024-01-12T15:24:55.947Z,"[{'gid': '1201371484339884', 'resource_type': 'user'}, {'gid': '1201371484381708', 'resource_type': 'user'}, {'gid': '1201371484416397', 'resource_type': 'user'}, {'gid': '1201392040267250', 'resource_type': 'user'}, {'gid': '1201419835618228', 'resource_type': 'user'}, {'gid': '1201415151146491', 'resource_type': 'user'}, {'gid': '1201415151369986', 'resource_type': 'user'}, {'gid': '1202134229139336', 'resource_type': 'user'}, {'gid': '1201413415538595', 'resource_type': 'user'}]"
[Dev] P001178 HPS MY24 VT750 Model Release - Email Development,1204984046911299,VN Dev Team,2024-01-12T15:24:58.351Z,"[{'gid': '1201392040379430', 'resource_type': 'user'}, {'gid': '1201371484339884', 'resource_type': 'user'}, {'gid': '1201415151369986', 'resource_type': 'user'}, {'gid': '1201392040267250', 'resource_type': 'user'}]"
[Dev] EU3200i Generator CA Announcement - Email Development,1204984226800943,VN Dev Team,2024-01-12T15:25:25.607Z,"[{'gid': '1201392040379430', 'resource_type': 'user'}, {'gid': '1201371484339884', 'resource_type': 'user'}, {'gid': '1201415151369986', 'resource_type': 'user'}, {'gid': '1201392040267250', 'resource_type': 'user'}]"
Penn Email,1204984257228992,VN Dev Team,2024-01-12T15:25:25.625Z,"[{'gid': '1201371484339884', 'resource_type': 'user'}, {'gid': '1201415151369986', 'resource_type': 'user'}, {'gid': '1201392040267250', 'resource_type': 'user'}, {'gid': '1202536515246475', 'resource_type': 'user'}]"
Managed Service/Retainer Tasks,1205005860465202,VN Dev Team,2024-01-12T15:24:58.343Z,"[{'gid': '1201371484339884', 'resource_type': 'user'}, {'gid': '1202536515246475', 'resource_type': 'user'}, {'gid': '1201392040379430', 'resource_type': 'user'}, {'gid': '1202134229139336', 'resource_type': 'user'}, {'gid': '1201415151369986', 'resource_type': 'user'}, {'gid': '1201371484381708', 'resource_type': 'user'}, {'gid': '1201371484416397', 'resource_type': 'user'}, {'gid': '1201392040267250', 'resource_type': 'user'}]"
P001450 - TV Campaign Production,1205012797232406,MidFirst Bank,2023-07-25T20:03:35.359Z,"[{'gid': '1201801255411410', 'resource_type': 'user'}]"
P001456 - MEDC_FY23_Large_Site,1205043075866674,MEDC,2023-07-25T20:03:33.198Z,"[{'gid': '1201801255411410', 'resource_type': 'user'}]"
1454_Ford_Mach-E Mid JulyUpdate,1205065596772686,Ford,2023-08-01T14:33:19.071Z,"[{'gid': '1201348973435981', 'resource_type': 'user'}, {'gid': '1201712374604400', 'resource_type': 'user'}, {'gid': '1203650117376674', 'resource_type': 'user'}, {'gid': '1201876168709821', 'resource_type': 'user'}, {'gid': '1201853457626650', 'resource_type': 'user'}, {'gid': '1205139226462178', 'resource_type': 'user'}]"
1455_Ford_SSE Television tagging July,1205065600017359,Ford,2023-08-01T14:33:19.009Z,"[{'gid': '1203650117376674', 'resource_type': 'user'}, {'gid': '1201348973435981', 'resource_type': 'user'}, {'gid': '1201712374604400', 'resource_type': 'user'}, {'gid': '1201876168709821', 'resource_type': 'user'}, {'gid': '1201853457626650', 'resource_type': 'user'}, {'gid': '1205139226462178', 'resource_type': 'user'}]"
